story,highlights
"['cnnfor the second time during his papacy pope francis has announced a new group of bishops and archbishops set to become cardinals and they come from all over the world', 'pope francis said sunday that he would hold a meeting of cardinals on february during which i will name new cardinals who coming from countries from every continent manifest the indissoluble links between the church of rome and t']","['the new cardinals will be installed on february', 'they come from countries such as myanmar and tonga']"
"['many wept some prayed but after their smokefilled plane rattled to an emergency landing passengers had a new lease on life as they exited a jetblue flight thursday via inflatable chutes', 'im just happy to be alive said passenger jarrod west who slid down holding his black chihuahua i dont think ill be mean to anybody ever again', 'four people were injured in the incident one was taken to hospital cn']","['plane engine blew airline says actor tweets engine exploded', 'cabin filled with heavy smoke passenger']"
"['three officials in a los angeles suburb whose high salaries sparked statewide outrage will step down from their jobs the citys mayor said friday', 'oscar hernandez the mayor of bell california said the city council accepted the resignations of city manager robert rizzo assistant city manager angela spaccia and police chief randy adams who reportedly had a combined salary of more than million he add']","['the state attorney general says the salaries are beyond belief', 'the los angeles times reported that ']"
"['the texas jury that found polygamist sect leader warren jeffs guilty thursday of sexual assault will deliberate again to determine his punishment', 'jeffs who represented himself after firing his defense team remained stoic as the verdict was read', 'jurors will decide his fate after hearing additional witness testimony in the penalty phase of the trial which began thursday evening and will continue ']","['new the penalty phase of the trial will continue friday', 'the texas attorney general says prosecutors']"
"['hamide yeni is a woman on the hunt', 'the womens rights activist wears a determined expression on her face as she paces the dirt roads of this remote village looking for the man who turkish authorities say beat his wife and put her in a hospital twice in less than months', 'have you seen faruk she asks the village mayors daughter he disappeared with his car', 'no ones seen him the woman replies some ot']","['statistics show the violence is in urban and rural regions', 'turkey has adopted legislation to protec']"
"['january', 'thirty minutes each way twice a day thats how much a haitian teenager walks to get something we tend to take for granted today cnn student news is traveling to an impoverished island nation and looking at whats changed five years after a catastrophic earthquake we also cover headlines from indonesia and france and look at how a british company is harnessing the power of kinetic energy', 'o']","['this page includes the show transcript', 'use the transcript to help students with reading comprehensi']"
"['the military released of about detainees locked up during the iraq war because there was not enough evidence to hold them cnn has learned', 'in most cases if we dont have anything eventually theyll be released said brig gen david quantock who oversees detainee operations in iraq', 'quantock said many cases are driven purely on intelligence', 'intelligence does not win a fight in a courtroom it doesnt w']","['four iraqi detainees were killed by three decorated army sergeants at a baghdad canal', 'frustration o']"
"['a man believed to have been exposed to the deadly poison ricin in a hotel room in las vegas nevada is out of his coma and is being questioned by authorities fbi special agent david staretz said friday', 'ricin guns and an anarchisttype textbook were found in a room in this las vegas hotel police say', 'staretz would not comment further on roger bergendorff who authorities said was taken to a hospital']","['roger bergendorff thought exposed to ricin in nevada hotel room', 'bergendorff in coma since february ']"
"['former nfl lineman shane dronetts transformation from an affable prankster quick to flash a wry smile to a person who was often frightened and frightening was subtle at first', 'it began in with a bad dream', 'he woke up in the middle of the night and started screaming and told everyone to run out of the house said chris dronett shane dronetts wife he thought that someone was blowing up our house it ']","['scientists confirmed that exfalcons lineman had a brain disease linked to concussion', 'researchers be']"
"['how did shannon reynolds make it through several layers of security unquestioned and end up on the tarmac at hartsfieldjackson atlanta international airport', 'thats what delta air lines the transportation security administration and the atlanta police department are trying to figure out', 'around am on february reynolds was simply trying to park at an offsite parking lot in time to catch a flight on']","['a traveler trying to make an earlymorning flight accidentally parked in a delta employee lot', 'she sa']"
"['a pocket dial mistake can result in an unwanted phone call annoying for the recipient and potentially embarrassing to the caller', 'but a new study found a staggering number of those apparently accidental calls in new york city are made to emergency responders jamming up lines in a city that has prided itself on its ability to respond in a crisis', 'nearly million of those calls were made to the city']","['nearly million apparently accidental calls were made to emergency call centers in', 'thats more than o']"
"['john cossmans friends call him cancers iron man hes had more than radiation treatments and chemo treatments since being diagnosed with head and neck cancer eight years ago', 'the cancer has spread to his right lung his right arm and his brain four years ago he ran out of treatment options every available form of chemo had been used', 'if he wanted to live hed have to enter clinical trials', 'how long d']","['john cossman has been battling cancer for eight years', 'he turned to clinical trials to stay alive af']"
"['pakistans former cricket star turned politician imran khan has returned home after hospital treatment for injuries suffered in a dramatic fall two weeks ago he said wednesday via twitter', 'khan suffered spinal fractures and a head injury when he toppled from a forklift that was raising him up to a stage as he campaigned in lahore for elections held on may', 'by the grace of allah i am now home want ']","['by the grace of allah i am now home imran khan tweets', 'he was hospitalized with injuries suffered in']"
"['the close race for the white house between president barack obama and his republican challenger former gov mitt romney could very well be decided by women voters in the battleground states so heres a look at women voters by the numbers', 'do the math the cnn electoral map', 'cnn shifts north carolina to lean romney', 'the gender gap', 'the number of consecutive presidential elections in which a larger pe']","['the percentage of eligible female voters who voted in the election', 'the percentage of eligible male ']"
"['swimming superstar michael phelps once claimed he scoffed up to calories a day usain bolts big sprint rival yohan blake says he chomps ripe bananas every hours', 'a tiny japanese athlete easily tucked away pieces of sushi after training while another marathon runner gobbled plates of raw mince', 'or how about the weightlifter who drinks the first milk of a cow that has just given birth', 'with extreme ']","['athletes face big food temptations in the olympic village dining hall', 'it is open hours and can seat']"
"['a canadian border officer was shot in her booth tuesday afternoon by a motorist who then apparently killed himself canadian police said', 'the shooting occurred at a border crossing across from blaine washington where the motorist was traveling from authorities said', 'the border officer was breathing before being airlifted to a hospital but further details about her condition were not immediately av']","['new a male motorist shoots female canadian border officer in her booth police say', 'new motorist then']"
"['the woman who received the firstever neartotal face transplant in the united states told her doctor she has regained her selfconfidence said dr maria siemionow head of plastic surgery research at the cleveland clinic and leader of the transplant team', 'this illustration represents the transformation of a patient who underwent a neartotal face transplant in december', 'the patient who prefers to be a']","['face transplant recipient can now eat solid foods smell breathe out of nose', 'the patient received he']"
"['can a movie actually convince you to support torture can a movie really persuade you that fracking a process used to drill for natural gas is a danger to the environment can a movie truly cause you to view certain minority groups in a negative light', 'some scoff at the notion that movies do anything more than entertain they are wrong sure its unlikely that one movie alone will change your views on']","['dean obeidallah a movie or tv show can educate or miseducate you', 'obeidallah two new films about hot']"
"['cnnthe family of james mcnair the late comedian known as jimmy mack has settled a lawsuit with walmart over the auto accident that killed him and injured fellow comedian tracy morgan mcnairs family says', 'mcnairs sister pamela mcnair said the amount agreed upon is confidential but was satisfactory to all parties', 'there is no value no dollar amount on my brothers life at all she said but in terms o']","['wreck with walmart truck killed james mcnair and injured tracy morgan', 'james mcnair performed under ']"
"['the father of george zimmerman the man accused of shooting and killing and unarmed black teen says the teen threatened to kill zimmerman and beat him so badly that it forced zimmerman to shoot trayvon martin', 'trayvon martin said something to the effect of youre going to die now or youre going to die tonight something to that effect robert zimmerman told orlando news station wofl he continued to b']","['video shows zimmerman at police station', 'he continued to beat george father tells news station', 'marti']"
"['i hate super bowl parties', 'my wife would prefer that i not open this column with that sentence well never be invited to another one she says', 'hmm', 'i hate super bowl parties', 'hate them', 'oh i love the super bowl i love vince ferragamo and the los angeles rams nearly upsetting the pittsburgh steelers in i love jack squireks walkintotheend zone interception of joe theismann in i love marcus allen rev']","['jeff pearlman says he loves the super bowl just hates having to go to a party', 'he says when he was y']"
"['venezuelan president hugo chavez said thursday that he is breaking off relations with colombia his decision comes as the organization of american states meets to discuss colombian claims that venezuela is protecting farc and eln rebels in its territory', 'the move is the biggest escalation in a year of simmering tensions between the two countries and their presidents', 'chavez said that under preside']","['hugo chavez says relations with colombia are totally broken', 'colombia accuses venzuela of protecting']"
"['the supreme court struggled wednesday to find a constitutional balance between free speech and privacy in a case involving provocative antihomosexual protests by a small church at the funeral of a soldier who died in iraq', 'members of the kansasbased westboro baptist church protested outside the court while inside one of their members argued they have the right to promote what they call a broadbas']","['new justices question both sides on rights in free speechprivacy case', 'members of westboro baptist c']"
"['a widespread outbreak of severe weather across the deep south may be one for the record books as the national weather service received reports of more than tornadoes', 'this could be one of the most devastating tornado outbreaks in the nations history by the time its over cnn meteorologist sean morris said', 'the unofficial number of twisters reported wednesday by the storm prediction center was the ']","['new tornadoes can be spawned from rotating thunderstorms called supercells', 'authorities are assessin']"
"['house democrats are bracing for a rough election night next tuesday and top leaders are making a major push for rank and file members to open their wallets to help save those vulnerable democrats who are in danger of losing their seats', 'house democratic leader nancy pelosi and rep steve israel dnew york chairman of the democratic congressional campaign committee held a conference call tuesday aft']","['democratic leaders seek campaign donations from rank and file representatives', 'as midterm vote nears']"
"['on friday italy held a national day of mourning for this is not simply an accident accidents and emergencies cannot last two decades as a field researcher who has dedicated years of work to maritime migration and as an italian citizen i am grateful to the italian council of ministers for taking such an unprecedented decision to make this declaration', 'today we honor the memory and the families of ']","['smugglers are not why people are on these vessels writes maurizio albahari', 'quotas inadequate both t']"
"['security for pope francis visit to brazil has been raised after an incident involving his motorcade a brazilian federal official told cnn', 'the papal visit is now classified at the highest level of security it was raised to high risk from medium risk after his car got stuck in a crowd of enthusiastic followers monday the official said', 'the source says the problem in part stemmed from the pope inst']","['security for pope francis has been raised to high risk', 'the designation comes after an incident invo']"
"['cnntwo state senators in california are proposing legislation that would eliminate the personal beliefs exemption for parents who dont want their children to be vaccinated', 'dr richard pan and ben allens announcement came on the day the state of california announced the number of measles cases had grown to many of those cases are tied to an outbreak at disneyland in middecember', 'the comparatively ']",['dr richard pan also wrote law that requires parents have health care professional sign form for exe']
"['homeland security officials on wednesday abruptly shelved a proposal to build a national database of licenseplate scans after criticism from privacy advocates', 'the proposal which had been posted online last week by the office of immigration and customs enforcement sought a contractor who could establish a searchable database of license plates with the times and locations where they were spotted b']","['immigration and customs enforcement sought bids for a licenseplate tracking database', 'database would']"
['editors note andrey kurkov is a ukrainian novelist born in st petersburg in having graduated from the kiev foreign languages institute he worked as a journalist did his military service as a prison warden in odessa then became a cameraman writer of screenplays and author his books are published in english by harvill secker in the uk and meville house in the us the views expressed in this commenta'],"['talk of war with russia is on everyones mind in ukraine says novelist andrey kurkov', 'crimea may beco']"
"['we each spend an average of three years of our lives sitting on them king george ii of great britain died while on his in and billion people still do not have access to one', 'the humble lavatory is the unlikely subject of global celebration on monday as one of the worlds most essential inventions but one that too many people still struggle without', 'although many of us tend to take ours for granted']","['world toilet day highlights plight of billion people who dont have access to basic sanitation', 'chari']"
"['given the magnitude of japans recession it should perhaps come as little surprise that the fantasyobsessed animation industry has received a hard dose of reality', 'nobuki mitani is an inbetween animator one of the lowest paid positions in animation', 'yasuo yamaguchi executive director of the association of japanese animators said the industry has been rocked by the countrys deepest recession since ']","['association of japanese animators says industry rocked by recession', 'group also says free internet d']"
"['it was a bloody fathers day weekend in chicago but police said murder and shooting rates are significantly below those at the same time last year', 'seven people were shot to death and there were shooting incidents from friday to sunday according to chicago police department spokesman adam collins', 'but to put it into perspective collins said eight more people were shot on the same weekend last year']","['seven people were shot to death over the weekend in chicago', 'city police point out there were more t']"
"['prince william and kate middleton will go on a royal tour of canada in june and july his office announced wednesday it will be the first official foreign trip for the couple after they marry in april', 'they will visit alberta the northwest territories prince edward island quebec and the national capital region between june and july clarence house said', 'canadian prime minister stephen harper had ex']","['the trip is the first to be announced for after the couple marries in april', 'theyll travel across mu']"
"['washington cnnpresident barack obama on thursday said he wants the people of france to know the united states stands with you today stands with you tomorrow in the wake of this weeks terror attacks', 'he made the remarks during an appearance in knoxville tenn to announce a new higher education initiative obama told the audience in knoxville we stand for freedom and hope and dignity of all human bei']","['president barack obama says america stands with france following the terrorist attacks this week', 'he']"
"['the bridge to nowhere may have been shelved but the road to nowhere is alive and well', 'gov sarah palin let the road to nowhere go ahead because the contract had been signed', 'the proposed million span that would have connected the coastal city of ketchikan to its airport on gravina island died after it became a symbol of congressional excess', 'but the threemile access road that was built on the isl']","['road on alaskan island was built with some of million in taxpayer money', 'ketchikan mayor bob weinste']"
"['a second massachusetts compounding pharmacy surrendered its license after state inspectors found significant issues that could affect sterility state health officials said', 'the pharmacy infusion resource was also found to have a center for giving intravenous medications to patients in violation of state regulations which require a clinic license dr madeleine biondolillo director of the massachuse']","['investigators found significant issues in an inspection of infusion resource', 'the company surrendere']"
"['south koreas prime minister has offered to resign for a second time the prime ministers office said thursday after failure to win parliamentary approval to stop relocation of government offices out of the capital seoul', 'i personally greatly regret that i couldnt complete the sejong project even though ive revised the project prime minister chung unchan said in a statement on his website i feel gu']","['chung unchan first offered his resignation on july', 'president lee myungbak did not accept chans resi']"
"['fireworks going off inside his own house a car crash in his first week at manchester city throwing a dart at a youth team player and that iconic image of a tshirt adorned with the words why always me', 'the english premier league will miss the crazy antics of mario balotelli', 'the has returned to italy after signing a fourandahalfyear deal with ac milan following an actionpacked spell with a club he']","['mario balotelli joins ac milan after leaving manchester city', 'the signs fourandahalfyear deal with i']"
"['cnndramatic dashboard video shows the moment an outofcontrol plane clips an aerial highway before crashing into a river in taiwan', 'thirteen people are confirmed dead and dozens remain missing after the transasia airways carrying people veered out of control en route from taipei to kinmen off the coast of the chinese province of xiamen', 'rescuers were working wednesday to pull survivors from the su']","['plane carrying people hits bridge crashes into river', 'transasia flight was en route from taipei to t']"
"['san francisco california reuters sony has cut the price of the playstation by or percent in the united states a move that should boost the video game consoles lackluster sales', 'starting monday the current gigabyte model will cost a price drop', 'the playstation which includes a hard drive and a bluray highdefinition dvd player will now cost or more than the most expensive version of microsofts xbox']","['sony drops price of current playstation console by in us', 'still costs twice that of nintendos bestse']"
"['naif almutawa anticipated a struggle when he launched an islaminspired comic book series that he hoped would become a symbol of tolerance', 'he worried about the comics being banned in saudi arabia which wound up happening briefly and he expected to be challenged by conservatives in islam since almutawa wanted to buck the trend of islamic culture being directly tied to the koran', 'but it wasnt an is']","['creator of islaminspired comic series hoped would become a symbol of tolerance', 'naif almutawa says h']"
"['in that neverending search for the next big thing in tech talk has turned to wearable gadgets especially in the form of a smartwatch that syncs with your smartphone', 'just about every major tech company from apple to samsung to google is reportedly working on its own take on the concept', 'assuming the reports are true and theyre far too numerous and consistent not to be a big wave of new smartwatch']","['apple samsung google and others are reportedly working on a smartwatch', 'other companies have tried t']"
"['cnn felipe massa had emergency surgery for a fractured skull after a freak crash in final qualifying for sundays hungarian grand prix', 'felipe massa receives attention after his highspeed crash in hungarian grand prix qualifying', 'the brazilian careered off at the turn four at the hungaroring after being hit in the helmet by flying debris from rear wing of the brawn gp of compatriot rubens barriche']","['felipe massa suffers highspeed crash in qualifying for hungarian grand prix', 'massa was hit in the he']"
"['dozens of roman catholic bishops in south america say human trafficking has seen alarming growth in the region', 'the bishops from argentina brazil paraguay and uruguay issued a statement after a meeting in argentina last week calling the practice a shameful and outrageous reality and pledging to do more to fight it', 'we warn of the existence of organized mafias that use smaller networks that are pr']","['catholic bishops warn of organized mafias that run trafficking networks', 'they pledge to do more to f']"
"['a north korean soldier on guard duty at the border dividing the two koreas defected telling authorities who received him in the south that he killed his superiors before fleeing across the military demarcation line', 'south korean soldiers at their guard posts reported hearing gunfire before he crossed into the south shortly after noon local time according to a news release from south koreas joint ']","['south korean soldiers hear gunfire before the defector crosses', 'the north korean says he killed his ']"
"['budget travel just a twohour detour from paris the loire was once a playground to renaissance royals now its vaunted châteaux are attracting enterprising young couples and artists who have remade them into captivating and surprisingly affordable inns', 'surrounded by limestone walls le clos damboise offers an unexpected sanctuary in the town of amboise', 'chinon', 'hôtel diderot', 'if youve never eaten a']","['hotel diderot in chinon is housed in a sprawling home', 'the la roseraie is a fiveminute walk from châ']"
"['breaking new update pm et', 'belgium defeats usa in extra time as usa comeback failed to gain traction', 'breaking new update pm et', 'usa fires back with goal belgium usa', 'breaking new update pm et', 'belgium scores second goal on usa in extra time', 'breaking new update pm et', 'belgium scores on usa to take lead', 'breaking new update pm et', 'usa and belgium enter extra time after two scoreless halves', 'break']","['the us last played belgium in a world cup game in', 'good news for us the belgians are banged up', 'bad n']"
"['democratic sen ben nelson of nebraska announced tuesday that he will not run for reelection next year', 'nelson said in a statement that it was time to step away from elective office spend more time with my family and look for ways to serve our state and nation', 'simply put it is time to move on nelson said in the statement', 'despite his record as a conservative democrat who sometimes voted against h']","['party officials are reaching out to former sen bob kerrey regarding nelsons seat', 'democratic sen ben']"
"['police in jackson mississippi have prepared an arrest warrant for former television host gary collins for leaving the scene of an accident police spokesman colendula green told cnn', 'officers were called to the scene monday afternoon but when police arrived only one of the parties involved was there', 'the victim had been stopped at a red light and was rearended by a white jeep driven by gary collin']","['gary collins is a former television host and actor', 'he was involved in a car accident monday', 'collins']"
"['californias attorney general is actively reviewing an animal charity executive who had agreed not to take a higher office with another charity after a state investigation into how her previous employer had spent its donations a spokesman for the ags office told cnn', 'the woman at the center of the review terri crisp has been identified by spca international in its tax filings as one of its directo']","['under a settlement terri crisp agreed not to serve as a charity official', 'yet last year she was name']"
"['a cardinal from the philippines another from austria and an archbishop from ireland would be the least worst choices to be the next pope according to a group representing the victims of abuse by priests', 'the survivors network of those abused by priests or snap released its list thursday as cardinals held meetings at the vatican in a prelude to the selection of the next pontiff', 'the three are card']","['new all cardinalelectors are now in the vatican', 'group representing victims of abuse by priests name']"
"['the protests that have spread through parts of the arab world led to dramatic change in another country tuesday as jordans king dismissed his government', 'king abdullah ii made the decision following protests in recent weeks in which several thousand people demanded economic and political reforms', 'experts on the region said tuesday abdullahs decision was aimed at warding off largerscale demonstrat']","['new analyst a cando nation attitude is emerging', 'whether jordans king will gain support is a million']"
"['two years after demi moore announced she wanted to end her marriage to ashton kutcher their union is legally undone', 'kutchers lawyer filed the document in los angeles county superior court tuesday making their final divorce settlement official according to a court spokeswoman', 'kutcher filed the divorce petition last january citing irreconcilable differences but moore made it clear in november tha']","['kutchers lawyer filed the final divorce settlement tuesday', 'moore announced their separation years a']"
"['ralph nader floated the idea this week that a primary challenge to president obama will help the president and the country', 'he is flatout wrong his views are based on a faulty premise and a myth we will start with the faulty premise and get to the myth later', 'remember back to when nader himself ran as a thirdparty candidate hes not proposing that here at least not yet but its important to remembe']","['ralph nader suggested obama should face primary challenge', 'donna brazile says nader should beware cr']"
"['barcelona beat real madrid at the camp nou on wednesday to claim the spanish super cup in an illtempered el clasico clash', 'lionel messis volley two minutes from time secured a aggregate triumph for josep guardiolas side after french striker karim benzemas goal in the minute looked to have forced the spanish seasons traditional curtainraiser into extratime', 'tempers flared in injury time when brazi']","['barcelona have won the spanish super cup after a aggregate win over real madrid', 'the super cup is th']"
"['jerusalem cnn israeli officials are seeking a meeting with turkeys ambassador to protest a show on turkish television that reportedly depicts israeli soldiers murdering palestinian children', 'israeli foreign minister avigdor lieberman says the turkish tv show is being done with state sponsorship', 'turkey has been israels strongest muslim ally in the middle east and the move comes as relations betwe']","['turkish tv show reportedly shows israeli soliders killing young palestinians', 'israeli official says ']"
"['fancy a stroll around the observation deck of the tallest building in the world', 'normally doing so would involve a flight to dubai an expensive hotel room and a struggle through traffic under blazing sunshine but now you can take it all in from the comfort of your own living room', 'google has launched a new project capturing a view of the iconic burj khalifa in dubai a building so enormous it is s']","['google captures worlds tallest building burj khalifa with street view', 'users can see images from the']"
"['clashes near the northern malian town of kidal between government forces and tuareg rebel armed groups have left eight malian soldiers dead and others injured according to the countrys defense ministry the staterun newspaper lessor national reported sunday', 'there were also dead and wounded on the tuareg side the ministry said according to lessor national', 'the government issued a statement saturda']","['government forces clash with tuareg rebels staterun paper reports', 'the clashes end with malian soldi']"
"['its been a rough week for alec baldwin', 'not only did he give very emotional testimony against an accused stalker but he also raised the ire of glaad after using an antigay slur he didnt realize was one', 'according to tmz the rock star chased after a photographer outside his manhattan apartment on thursday and called the man a cksucking fg', 'get away from my wife and the baby with the camera baldwin']","['alec baldwin yelled a slur at a photographer', 'glaad tweeted about it', 'baldwin tweeted that he will re']"
"['when a website that claims more than a halfbillion monthly visitors gets hacked users pay attention', 'so when we wrote thursday about hackers who published login information for more than yahoo users readers had plenty to say about it', 'dozens of your comments hovered around a central theme who still uses yahoo anyway', 'selendis said hmmm i may be on that list except that it would be so old the emai']","['cnn readers respond to news of hackers who exposed yahoo accounts', 'many felt yahoo could have done m']"
"['russian space officials say the crew of the soyuz space ship is resting after a rough ride back to earth', 'a south korean bioengineer was one of three people on board the soyuz capsule', 'the craft carrying south koreas first astronaut landed in northern kazakhstan on saturday miles kilometers off its mark they said', 'mission control spokesman valery lyndin said the condition of the crew south korean']","['soyuz capsule lands hundreds of kilometers offtarget', 'capsule was carrying south koreas first astron']"
"['if you dont get the job done at work you wont get paid', 'but congress plays by its own rules specifically congress hasnt passed a budget in almost four years this is basic and required by law congress seems to think its bigger than the law however which might help explain one recent poll that found it less popular than root canals cockroaches and donald trump', 'thats why an act passed in the house ']","['john avlon most people who fail to do their jobs dont get paid', 'avlon congress hasnt passed a budget']"
"['president barack obama has approved the use of armed predator drones in libya defense secretary robert gates said thursday', 'gates suggested that the unmanned predator missions may have already begun he said he believed that the first flights were launched thursday but were called back due to poor weather', 'the president has said that where we have some unique capabilities he is willing to use thos']","['new i think that today may in fact have been their first mission robert gates says', 'new vice joint c']"
"['an evacuation order was lifted wednesday morning for more than california homes on hillsides vulnerable to mudslides authorities said', 'with the sun shining over much of los angeles officials told people who live in the foothill areas of la crescenta la canada flintridge and acton that they could return to their homes at am pt am et', 'officials ordered a mandatory evacuation for those residents tue']","['new people in homes in los angeles foothill areas can return', 'mandatory evacuation issued as a preca']"
"['cnn a wildfire continued its rampage through the san bernardino national forest in southern california on monday but the us forest service said fire crews were gaining ground', 'the sheep fire in southern california has burned thousands of acres and left this bus a charred ruin', 'firefighters have made very good progress against the sheep fire its currently at approximately acres with percent contai']","['sheep fire is about acres with percent containment forest service says', 'about people in san bernardi']"
"['we dont know much about the shooting at los angeles international airport just yet but it has clearly jangled our collective nerves dredging up the fear and shock and pain of the wellspring of our modern airport security process reminding us that more than a decade later flying is still a fraught experience', 'for those of us who were working for united or american that day in changed everything wh']","['tiffany hawk left a legacy of security measures by airlines and airports', 'fridays shooting at lax ra']"
"['los angeles fire officials say theyre worried that nighttime winds could push two major wildfires which already are blamed in two deaths closer to pricey neighborhoods on the pacific coast', 'fire draws near homes in the los angelesarea community of porter ranch california on monday', 'we are concerned about what will happen tonight when the winds pick up los angeles fire chief douglas barry said mon']","['new california gov arnold schwarzenegger monday declares a state of emergency', 'new officials warn fi']"
"['brooke mueller has reconsidered her decision to undergo athome drug rehab instead charlie sheens exwife has checked into an inpatient treatment center her spokesman said tuesday', 'mueller was arrested in aspen colorado on december and charged with assault and cocaine possession police said', 'muellers publicist told cnn monday that she would take a different approach to deal with her addiction with ']","['mueller can focus on her recovery without distraction in rehab a spokesman says', 'charlie sheens exwi']"
"['stepping on the london subway train five years ago the thirtysomething marketing manager never imagined her morning commute might eventually lead to the paralympic games now thats exactly where britains martine wright is setting her sights', 'wright lost both legs when a suicide bomber blew himself up on a subway train near londons aldgate station on the morning of july she also suffered a fracture']","['the july bombings in killed people including four suicide bombers', 'martine wright lost both legs and']"
"['the scoreboard was clear', 'winner sebastien de la cruz el charro de oro the golden horseman who became a national story after he sang the national anthem at game of the nba playoff series between the san antonio spurs and miami heat and showed a lot of a talent heart and class', 'losers the haters and racists who displaying a lot of ignorance hid behind the anonymity of twitter to spew venom and att']","['mexicanamerican who sang national anthem is bashed on social media', 'ruben navarrette the boy is more']"
"['even in death peace seemed to elude little myls dobson', 'on wednesday evening one week after the badly beaten and burned boy was found in the apartment of the woman caring for him his body was claimed at the morgue in new york', 'authorities said the boy was found unconscious and unresponsive on the floor of the bathroom at the ritz plaza a luxury highrise in the hells kitchen section of manhattan h']","['a week after horrific death boys body claimed at new york morgue', 'kryzie king is indicted in connect']"
"['top aides to president obama on sunday signaled that some us troops could start coming home from afghanistan as soon as july but most would likely remain there for several years', 'in appearances on all the major talk shows cabinet officials and military advisers clarified the presidents position after he walked a political tightrope by announcing he will send more troops to afghanistan and that so']","['obama aides hit sunday talk shows to discuss nuances of afghan troop withdrawal', 'national security a']"
"['fresh fighting between ethiopianbacked government forces and islamic insurgents in somalias capital city of mogadishu reportedly killed at least people sunday eyewitnesses said', 'a man walks past the rubble of a building destroyed in sundays fighting', 'the two sides pounded each other with artillery sending children scurrying and bringing business at the citys main market to a standstill', 'the fight']","['fighting between government forces and insurgents in mogadishu kills at least', 'shell lands in an are']"
"['the captain of the italian cruise liner costa concordia committed a tragic error but his crew did their best to evacuate the ships passengers the last survivor found aboard said wednesday', 'manrico giampedroni one of the ships officers said he was on the darkened bridge with capt francesco schettino when the concordia hit the rocks off the mediterranean island of giglio the night of january he bro']","['manrico giampedroni was on concordias bridge when the ship ran aground', 'he said he thought it was to']"
"['texas gov rick perry will immediately send up to national guard troops to help secure the southern border where tens of thousands of unaccompanied minors from central america have crossed into the united states this year in a surge that is deemed a humanitarian crisis', 'perry also wants president barack obama and congress to hire an additional border patrol agents for the texas border which would ']","['texas gov rick perry announces plans to fortify security at southern border', 'he asked president bara']"
"['in a gleaming classroom at chong hua high school in the northern chinese city of tianjin students peer at onion slices under microscopes their biology teacher calls on abdurrahman mamat to explain what he sees', 'plasmolysis he replies in perfect mandarin', 'mamat is uyghur a mostly muslim minority from chinas farwest xinjiang region and he is thousands of miles from home', 'how he ended up in this mos']","['mamat is uyghur just one of many from chinas ethnic minorities studying far from home', 'many have bee']"
"['robin williams daughter chose a hummingbird to honor her late father', 'for poppo wrote zelda williams on her instagram account wednesday posting the picture of a tattoo on what appears to be her right hand above a tattoo of robins birthday written on her wrist', 'thank you to the incomparable drwoossc for so beautifully bringing my reminders to life she wrote thanking tattoo artist dr woo of mike ma']","['zelda williams chose a tattoo tribute to her late father', 'robin williams took his own life in august']"
"['trucks carrying supplies to nato troops crossed from pakistan into afghanistan for the first time in seven months on thursday after islamabad agreed to reopen routes officials said', 'the four trucks under heavy security crossed the border from chaman in pakistans balochistan province', 'because afghanistan is landlocked many supplies for natoled troops fighting islamic militants have to be trucked i']","['new party leader imran khan criticizes decision to reopen routes', 'because afghanistan is landlocked ']"
"['england went into the rugby world cup quarterfinals on saturday after a dramatic late victory over scotland at eden park in new zealand', 'needing to win by more than seven points to reach the last eight scotland led with minutes to go', 'but jonny wilkinson found his touch to deny scotland a famous victory kicking a penalty and a drop kick before chris ashton scored a try with three minutes to go', 's']","['england reach world cup quarterfinals after dramatic victory over scotland', 'needing to win scotland ']"
"['los angeles california cnn no charges will be brought against a boy accused of accidentally starting an october wildfire that scorched more than acres north of los angeles california prosecutors announced tuesday', 'firefighters battle the buckweed fire october', 'there is no evidence of intent on the part of the minor the los angeles county district attorneys office said in a written statement issue']","['there is no evidence that the boy intended to set the fire prosecutors say', 'he had faced possible ch']"
"['cnnbirdman will go into the history books as best picture winner but the academy awards will also be remembered for a handful of stirring moments and a few awkward ones', 'common and john legends song glory written for the film selma had the oscar crowd visibly moved with its rousing message accompanied by a full gospel chorus david oyelowo who played martin luther king jr in the film had tears run']","['glory got a rousing ovation', 'lady gaga even impressed julie andrews', 'oscars did have some awkward mom']"
"['brandt snedeker stepped up his bid to win the fedex cup playoffs with a superb sixunder at east lakes saturday to share the third round lead with englands justin rose at the tour championship', 'ryder cup wildcard pick snedeker was one of five players standings leader rory mcilroy tiger woods phil mickelson and nick watney the others who came to atlanta knowing that the million bonus payout was the']","['brandt snedeker and justin rose share third round lead in atlanta', 'snedeker in contention for millio']"
"['north korea is one of the worlds most mysterious and secretive states regarded as a political pariah and at bitter loggerheads with its neighbor south korea', 'few people are allowed past its tightlysealed borders but footballer ryang yonggi who was born and raised in japan by a loyally north korean family is in a privileged position when it comes to entering and exiting', 'the is captain of top japa']","['ryang yonggi is a japanborn footballer who represents north korea', 'the plays for jleague side vegalt']"
"['bp said sunday that it is pleased with how the operation to place a new cap on its ruptured undersea well is proceeding', 'officials hope the containment cap will stop oil from gushing into the gulf but while robots replace the old cap crude is flowing freely', 'the procedure expected to take four to seven days continued to progress sunday as crews worked to position a transition spool over the gushi']","['new crews position transition spool to prepare for new connection', 'new new recovery vessel expected ']"
