story,highlights
30 million people facing humanitarian disaster one africas biggest lakes shrinks united nations agency warned thursday porters remove goods boat lake chad 2007 lake chad size maryland bigger israel kuwait 1963 satellite images show 2001 covered less one fifth area making smaller delaware mauritius drying shallow lake fueling conflict migration uns food agriculture organization said one biggest bodies water world could disappear entirely 20 years fao said citing forecasts us national aeronautics space administration happens going disaster parviz koohafkan director land water division fao told cnn phone rome lake chad basin one important agriculture heritage sites world biodiversity migratory birds mention 20 million people living lake chad fisherpeople farmers would human disaster tragedy said case people poorest poor addition approximately 60 percent decline fish production degradation pasturelands leading shortage animal feed estimated 45 percent certain places 2006 reduction livestock biodiversity agency said disappearance lake caused climate change population pressure natural variations climate fao said two rivers feed lake chari logone significantly reduced past 40 years agency said organization unveil results study diversion oubangui river effort help lake chad conference saving lake chad rome italy friday water transfer new thing koohafkan told cnn major problem water transfer among different countries options cost money need policy work need technical work said kind public private partnership would needed pay solution ambitious diverting river lake borders cameroon chad niger nigeria one africas populous countries measured 25000 square kilometers 9652 square miles 1963 1500 square kilometers 579 square miles 2001 17 percent size 38 years earlier lake chad one many inland bodies water drying similar warnings issued lakes mexico russia elsewhere,lake chad could dry up in 20 years uns food and agriculture organization says lake supports livelihoods of 30 million people in 2001 lake was one fifth of 1963 size climate change population pressure fuel lakes decline agency says
nine civilians died attack luxury hotel afghan capital government official said friday dead mix afghans foreigners children adults according gen mohammad ayoub salangi deputy interior minister six people also injured incident began four teenagers entered serena hotel central kabul thursday started shooting randomly police said afghan security forces killed four gunmen police said 18 government opponents police said believe gunmen entered hotel smuggling small pistols shoes hid bathroom several hours launching attack hotel also site shooting january 2008 killed seven people taliban claimed responsibility attack latest attack claim lives foreigners afghan capital earlier month gunmen shot killed swedish journalist broad daylight january bomb gun attack taliban restaurant kabul killed 21 people foreigners earlier eastern afghanistan taliban militants stormed police station jalalabad deadly gunbattle ensued countrys interior ministry said least 11 people killed 22 injured station least six attackers killed according doctor hospital came militant group threatened carry attacks next months presidential election afghan taliban spokesman zabiullah mujahid confirmed action cnn said fighters continue attack pro us afghan establishment canada pulls kabul nato winds afghan operations suicide blast rips bazaar northern afghanistan,new foreigners also died in attacks earlier this month and in january the nine dead are civlians a mix of afghans and foreigners four gunmen shot dead by security forces in kabul hotel attack gunmen were all under 18 and considered government opponents
viral video real officers going laughs serious intent finding next police chief wanted something expressed culture openness said hillsboro oregon lt michael rouches departments public information officer take jobs lightly tend approach every situation positive attitude thought could demonstrate message potential chief police answer came form scripted video part law order part parks recreation smash youtube running little six minutes video comprises sketch routines featuring officers 120 member force dispatcher earleen officer says cheerfully one sequence fantastic reach 911 officers except one acting cool department two bad guys professional actors video shot three days early july cost 9200 rouches said money came citys marketing budget public money look return 9000 spent fact lot folks paying attention said also sensitive publics trust money feedback people city positive hillsboro may looking image makeover well previous police chief resigned march amid labor tensions according oregonian newspaper addition former commander filed hostile work environment action interim police chief left june newspaper said rouches said environment greatly improved issues internally never issues externally never manifested field rubber meets road us said video hit miss start trend first responders looking applicants lauri stevens social media consultant police departments thought hillsboro right thing video opinion risk stevens said think long run going big win reputation selection options next chief also praised department trendsetter hillsboro pushing envelope going criticized pioneers take arrows back right said say uptight department would say proving videos director echoed sentiment calling fantastic way get word awesome wanted something like said brett eichenberger think outside box look great opportunity get positive message police rouches said seen criticism video web comments articles stands departments decision could meet folks could understand trying get across said whole thing connect people make good things happen anyone may interested salary hillsboro police chief ranges 101916 137880 irs star trek video embarrassing mistake,the hillsboro police department in oregon seeks a new police chief its recruitment video starring officers goes for laughs at a cost of 9200 we wanted something that expressed our culture of openness spokesman says
britain joined us allies fight isis mission come huge price tag uk parliament approved airstrikes iraq terror group prime minister david cameron called one staggering brutality cameron said britain join international allies combating isis action warned would take months years total cost depend intensity length operation past experience give guidance malcolm chalmers research director royal united services institute said chalmers pointed uks seven month involvement libya 2011 cost around 390 million including missiles flight hours bill additional standard defense budgets include staffing costs weapons spend last year uk defense budget 60 billion chalmers said would expect cost isis airstrikes ballpark libya operation assuming use air power campaign lasts couple years cameron said mission isis could last years however us led rather operation libya european countries took lead unique missiles cameron fridays debate aimed convincing parliament approve airstrikes said britain unique assets coalition ally contribute cameron named brimstone precision missile said minimized risk civilian casualties one britain could contribute missiles target convoys well fast moving fleeting targets previously harder strike according ihs janes senior weapons analyst ben goodlad brimstone travels supersonic speed 18 meter missile weighing 50 kg advanced radar equipment enables guides target pilots need maneuver release ihs janes estimates missile costs around 240000 brimstone missiles compatible uks tornado gr4 aircraft aircraft used british troops relief missions northern iraq month ago six ready deployment uks raf base cyprus flying tornadoes costs around 57000 per hour according information released parliamentary debate libya 2011 cyprus base aircraft could reach iraq hour goodlad said raf also tornados storm shadow cruise missiles cost 13 million submarine launched tomahawk cruise missiles used target areas cannot accessed planes example due defenses cost round 15 million us forces using tomahawk missiles airstrikes syria earlier week dropping 47 monday evening total us conducted 20 strikes syria 198 iraq august 8 september 23 many operations included pentagons daily average spending figure 75 million end last month,uk can start bombing isis within hours as it has six fighter jets on standby in cyprus british forces have brimstone precision missiles high tech weapons others do not have the us is leading the airstrikes against isis in iraq and syria
even could physically would want go onto another games good get olympics says chris hoy britains champion cyclist 36 year old scot picked two gold medals london 2012 says home support incredible could replicated rio thing would like continue commonwealth games two years time another home games glasgow perfect way end career said hoy completed olympic odyssey victory keirin final day competition velodrome last tuesday win preceded emotional medal ceremony night watching felix sanchez get medal 400m hurdles never met guy seeing raw emotion sheer delight release welling think knew got podium going emotional moment hoy told cnn cyclings glamor girl pendleton ponders next career move hoys tally six gold medals sees become britains decorated olympian overhauling rower steve redgraves total five since competition finished velodrome hoy fastest man two wheels chance watch fastest man two legs usain bolt fortunate enough see action 200m final seen many times tv never get idea impressive performances see live hoy said bolt says face games olympic icon olympics one person stories individual stories whether defeat success human stories makes games special hoy said much emotional moments gold medal winning athletes,champion cyclist chris hoy says london 2012 are as good as it can get at an olympics two golds in the velodrome give him a tally of six golds making him britons most successful olympian hoy
six months ago long island convenience store owner turned would robbery act compassion wednesday shoplifter made amends 50 bill thank letter saving life crime story began may 2009 mohammad sohail shirley new york closing shirley express convenience store one night security camera footage evening shows man wielding baseball bat barging store demanding money sohail rifle ready quickly aimed directly robbers face forcing man drop bat lay ground unbeknownst man sohail never loads gun according sohail man immediately started plead tearfully saying sorry food money whole family hungry call police shoot see starting crying [those] things really feel bad said sohail say oh man something different sohail made man pledge never rob anybody ever gave man 40 loaf bread sohail pakistan said man wanted muslim like recited islamic oath gave would robber name nawaz sharif zardari sohail went get milk returned man fled money food mohammad sohail suffolk county police idea man may incident sohail explained absolutely pressing charges though police still investigating case past six months sohails story sympathy kindness inspired many across country shirley express store received numerous letters admiration person ever moved spirit way biggest admirer one letter says great men capable great acts great american another reads also received several checks messages couple hundred dollars total says sohail made point give money people offering free bagels rolls coffee store every night 9 oclock envelope arrived wednesday came surprise postmarked november 11 without return address enclosed 50 bill note apparently would robber typed letter begins change life sic goes say man sorry actions six months ago time money food table job nothing family know wrong know sic choice needed feed family gun head 100 going die reads letter letter says sohails acts inspired become true muslim life changed dramatically happy somebody got change life sohail said maybe criminal maybe anymore good person community glad staying trouble jail taking care family,would be robber sends letter of thanks 50 to shopkeeper who gave him food money let him go man broke into sobs said he was trying to feed family when mohammed sohail pulled out gun letter begins with you change my life says sohail inspired him to become a true muslim
south sudans government gained control remote town attack fighters rival tribe nations information minister said monday thousands fled bush begun return pibor said barnaba benjamin south sudans minister information broadcasting earlier monday military official said roughly 4000 army police reinforcements way pibor weekend attacks united nations also said sent battalion peacekeepers pibor last week amid reports members lou nuer tribe marching toward town home murle tribe attacking village lukangol ethnic tensions south sudan state jonglei flared tribes fight grazing lands water rights disagreements dissolved cattle raids abduction women children fighters first struck pibor saturday attacking portion reach un peacekeepers said col philip auger south sudan army benjamin said casualties direct confrontation two tribes murle fled heard lou nuer approaching nonprofit group medecins sans frontieres also known doctors without borders still trying monday reach 117 130 aid workers fled bush along populations pibor lukangol attack said sarathy rajendran head groups south sudan mission rajendran said organization afraid workers safety concerned people pibor lukangol believe tens thousands currently displaced without access water food health care said situation tense know happening ground monitoring situation nonprofits clinic lukangol burned looted spokeswoman emily linendoll said adding pibor clinic targeted attack pibor follows reports last week lou nuer fighters raided lukangol burning ground forcing thousands flee toward pibor least 50000 people fled violence state began last year said quade hermann chief radio radio miraya un backed radio station south sudan similarly said town pibor secure though situation remains fluid people fled remain scattered united nations working plan distribute humanitarian aid hermann said un secretary general ban ki moon last week urged groups work government south sudan find solutions south sudans vice president riek machar leading initiative bridge differences lou nuer murle tribes including encouraging armed groups disband go home united nations said violence jonglei state latest rock south sudan officially gained statehood july separating north,new at least 50000 people are said to have fled from the violence in jonglei information minister some of the thousands who fled have started to return to pibor earlier an official said roughly 4000 reinforcements were being sent to pibor the town had been under attack by fighters from a rival tribe
rev billy grahams son requesting prayers ailing father franklin graham said father turned 95 november extremely weak vitals good family would appreciate prayers lord would strengthen son wrote prayer request posted tuesday website billy graham evangelistic association lord knows store move forward service said elder graham returned home late last month two days admitted hospital pulmonary related tests observation admitted hospital october similar tests graham lives western north carolina provided counsel generations us presidents beginning harry truman staging revivals called crusades around world founder billy graham evangelistic association reached untold millions people person graham began missionary work 1944 started speaking rallies youth christ campus life ministry five years later holding crusade tents downtown los angeles value prayers fact depend son wrote request find words comfort praise psalms oh bless god make voice praise heard keeps soul among living allow feet moved come hear fear god declare done soul blessed god turned away prayer,the rev billy graham celebrated his 95th birthday in november he is extremely weak but his vitals are good his son says graham was hospitalized last month for pulmonary related tests and observation
past week inundated questions swine flu via facebook twitter cnn blogs e mail week empowering people information swine flu protect numbers mean freak recnt advice cdc non essential travel mexico avoided 1 swine flu around yes swine flu first identified 1930 researchers isolated virus pig 1976 200 soldiers fort dix new jersey got swine flu 1976 2005 us centers disease control prevention received approximately one report every year two humans swine flu december 2005 january 2009 12 cases swine flu reported 2 folks get pigs people appears one united states swine flu contact pigs dr richard besser acting director cdc said news conference friday among first seven cases one contact pigs another press conference monday added investigators looked see whether infected people contact pigs finding linkage 3 swine flu transmitted animals humans happen lot yes 200 zoonotic diseases transmitted animals humans including illnesses caused bacteria viruses parasites rabies variant creutzfeldt jakob disease better known mad cow disease two well known examples 4 cancel trip mexico yes unless essential advice recent cdc travel warning watch elizabeth cohen answer questions 5 freaking new virus spreading quickly around world young healthy people struck dead mexico panicking absolutely said dr william schaffner chairman department preventive medicine vanderbilt university school medicine swine flu said spreading rapidly take st francis school new york little transmission schoolchildren family members certainly spread throughout queens ireportcom share thoughts concerns swine flu schaffner added mean pay attention swine flu alert keep information coming daily take control attentive hygiene wash hands frequently avoid people coughing sneezing 6 close sick person get swine flu acquire infection within breathing zone sick person three six feet schaffner said usually mean close someone confined space talking fleeting contact talking walking past someone street need sustained contact think might sustained contact someone ill read guidance cdcs web site 7 yikes every day close countless people work bus church movie theater could get swine flu yes standing next someone bus sitting next someone front someone theater could acquire infection fashion schaffner said people symptoms kind flu fever diarrhea body aches vomiting etc urged stay home away groups people 8 vaccine one time one yes swine flu vaccine given 45 million people 1976 vaccine although researchers working one 1976 vaccine would helpful anyway according dr anthony fauci director national institute allergy infectious diseases completely different virus virus dealing right completely different sense genes different relationship said fauci designation,the emergence of the swine flu has raised many questions here are some answers swine flu was first identified in 1930 when researchers isolated the virus in a pig why people are dying in mexico but not in other places is still a mystery while the virus can live on surfaces transmission is unlikely
conservatives conflicted vote major measure wednesday would fund federal government authorize president arm syrian rebels decision might gotten bit easier conservative group club growth announced hold lawmakers accountable vote bill would fund government mid december includes amendment arm syrian rebels attack isis club growth informed members congress group withdrawing key vote isis language make revealing vote economic policy group focuses reducing government spending keeps scorecard votes deems important uses members election campaigns club removing pressure spending portion bill conservatives went congress reduce size government free vote conscience isis provisions house leaders lobby wavering colleagues ahead isis vote members congress pushing stand alone vote isis insisting seriousness matter deserves debate congressional leadership parties reluctant hold critical vote close midterm elections therefore tying measure keep government functioning past september 30 also part wednesdays house vote measure extend authority export import bank small government agency sparked ire tea party conservatives subsidizing us businesses conduct international trade conservatives elevating export import bank vote several months tied continuing resolution fund government isis vote almost disappeared issue conservatives complaining one focused bank anymore isis component bill could help house speaker john boehner supports banks extension pass,house votes on measure to fund us government and arm syrian rebels club for growth announced it will not hold lawmakers accountable for their vote conservative groups decision removes pressure on lawmakers concerned about spending
man believed exposed deadly poison ricin hotel room las vegas nevada coma questioned authorities fbi special agent david staretz said friday ricin guns anarchist type textbook found room las vegas hotel police say staretz would comment roger bergendorff 57 authorities said taken hospital february 14 complaining breathing difficulties listed critical condition said naomi jones spokeswoman spring valley hospital medical center las vegas bergendorff artist neighbors said lived cousins basement moving las vegas exposed poison las vegas extended stay hotel law enforcement official said riverton utah home bergendorff previously lived belongs thomas tholen along wife daughter tested negative ricin according authorities home three storage areas nearby west jordan utah searched ricin earlier month declared safe authorities relative went bergendorffs hotel room sent hospital found substance alerted police february 27 ricin poison made waste left processing castor beans according centers disease control prevention come form mist pellet dissolved water weak acid agency said e mail friend,roger bergendorff thought exposed to ricin in nevada hotel room bergendorff in coma since february awake and being questioned ricin is poison that can be made from waste after processing castor beans
rollingstonecom cee lo green blake shelton adam levine christina aguilera four coaches voice joined producer mark burnett host carson daly shows social media maven christina milian press conference sunday night burnetts malibu home looking panoramic view pacific ocean levine quipped reality tv buys maybe knowing makes good tv burnett team demonstrated knack spotting opportunities last season shock among fans singer jesse campbell one favorites win title eliminated coach christina aguilera even fellow coaches expressed disbelief season starts september 10th would able something thanks new element called steal allows judges pick contestant ousted another coach journalists got sneak peak recently taped battle round two greens competitors delivered smoking rendition mariah careys vision love soon green carried unenviable task choosing one coaches hammered buttons made pitches bring loser onto one teams like battle rounds judges pick two additional team members lead new cycle show called knockout rounds teams pare beginning live episodes new opportunity poaching added lot show coaches told rolling stone nice throw elements kind spice things levine said things definitely help keep fresh us also adds pressure shelton said nothing nervewracking knowing okay singers really good gotta pick one know damn good well one three gonna steal person pick said chance person may go win gonna make look really stupid definitely goes mind artist somebody television enough ego want look stupid want look brilliant ultimately though recognizes great show viewers going exciting people watching home shelton said heres truth much want sit talk different show people love damn buttons people love see us hit buttons somebodys life changed moment another way changing somebodys life later show think hope lost going home next thing know button gets pushed right back game pretty exciting new components add another element levine aguilera shelton call best season yet green holds saying memorable things happened thus far season three completed yet know favorite season yet four coaches though biggest strength season bond first clip shown junket four seen performing rolling stones start resembled band much combined performances first two seasons helped meld tight family like unit way four work contestants aguilera said time see us react coaches giving heartfelt advice attention coming young fresh talents nice see said refreshing came wanting knock anybody think respect might take shots never talent magic bond unbreakable point shelton concurred recognizing quartet joined together success series always going connected show says admitted rough moments like family lot st doubt,the competition is adding an element called the steal coaches will have the option of picking up a contestant another coach has dropped levine says the coaches have left the rockiest moments behind them
jerusalem israeli officials seeking meeting turkeys ambassador protest show turkish television reportedly depicts israeli soldiers murdering palestinian children israeli foreign minister avigdor lieberman says turkish tv show done state sponsorship turkey israels strongest muslim ally middle east move comes relations countries soured recent days latters decision exclude israel scheduled military exercises turkish tv show constitutes serious level incitement done state sponsorship israeli foreign minister avigdor lieberman said statement show aired week turkeys state run trt 1 network shows actor dressed israeli soldier shooting appears unarmed palestinian girl another sequence israeli soldier opens fire infant held appears family member series bears connection whatsoever reality presenting idf [israel defense forces] soldiers murderers innocent children broadcast even hostile states certainly state maintains full diplomatic relations israel lieberman said show called ayrilik billed trt web site first time tv series shows ongoing bleeding wound world taking place palestinian lands shows painful stories people lived invaded palestinian lands 1948 especially women children israel turkey enjoyed close military economic ties decade relations grown testy times recent years israels activities palestinian territories gaza offensive december january tuesday senior us military official said turkeys decision week postpone nato war exercise appears political decision intended exclude israelis official asked identified authorized discuss issue publicly said us officials uncomfortable excluding israel welcomed postponing maneuvers us military units scheduled participate exercises start monday run october 23 turkish lawmaker suat kiniklioglu deputy chairman external affairs committee ruling justice development party said state policy turkish television portray israel badly said television network contracts private producers probably producer trying tap popular reaction israel trying make money said kiniklioglu seen program kiniklioglu said would wrong say turkish israeli relations become much fragile gaza commenting exclusion israel military exercises basically gaza humanitarian crisis continuing prime minister [recep tayyip] erdogan upset alon liel israels top diplomat turkey 1980s said believes relations two countries crisis unbelievable attack israeli army country last 15 years probably closest army major surprise major change liel said,turkish tv show reportedly shows israeli soliders killing young palestinians israeli official says show constitutes the most serious level of incitement israeli officials seek a meeting with turkeys ambassador to protest show ties between nations strained after turkey excludes israel from military exercises
fireworks going inside house car crash first week manchester city throwing dart youth team player iconic image shirt adorned words always english premier league miss crazy antics mario balotelli 22 year old returned italy signing four half year deal ac milan following action packed spell club last season helped end 44 year wait league title sink swim super mario struggled regain form took italy final euro 2012 tournaments joint top scorer three goals start season well city coming milan revive well said italy striker completed return serie deal said worth around 30 million wanted play milan long time teams chance came along grabbed hope milan become big club balotelli welcomed san siro thursdays transfer deadline day milans website reported arrival banners yes always one us published roundup italian newspaper headlines one read mamma papa wanted home reference balotellis foster parents silvia francesco adopted ghanaian immigrant family age three balotelli went manchester milans city rival internazionale 378 million 2010 one several big money deals funded english clubs abu dhabi owners helped city win fa cup season first trophy since 1976 time dogged controversy ever since crashed car en route training ground days arrival balotelli tussles manager mancini earlier month photographs emerged training ground bust manager roberto mancini balotelli endured love hate relationship mancini previously worked inter milan acted father figure player balotelli said spoke length 48 year old farewelling city teammates meal tuesday emotional told citys website spoke roberto went speak players spoke time lots things sad good conversation balotelli settles dispute man city love roberto important career always thank trust faith city important part life career needed grow like player person good experience balotellis first premier league goals november 2010 overshadowed red card first four would go receive city career balotelli continued catch attention pitch none october 2011 firework set bathroom home time get tough racism football emergency services called deal incident occurred day scored twice citys 6 1 win rival manchester united revealed infamous shirt days later bizarrely named public face fireworks safety campaign broke 48 hour curfew visit curry restaurant december 2011 game chelsea quickly followed training ground bust teammate micah richards trouble continued follow balotelli around given four match ban january 2012 appearing stamp head tottenhams scott parker premier league game gatecrashed inter milan press conference march 2012 club preparing unveil new manager andrea stramaccioni followed another red card game arsenal balotelli scored 20 premier league goals,mario balotelli joins ac milan after leaving manchester city the 22 year old signs four and a half year deal with italian club he had a troubled time in england both on and off the pitch balotelli describes his city career as a very good experience
bodies torn apart weapons war bloody corpse man hit shelling walked trees shopkeepers mutilated body front store broom lying nearby three months pro russian rebels declared independent donetsk peoples republic ukrainian government forces encircling city donetsk photojournalist jonathan alpeyrie city may returned two weeks ago find battle scarred slowly draining life people flee images captured show anguish immediate aftermath shelling relatives victims people left homeless dead others depict left behind sheltering soviet wwii era cellars boarded buildings homes engulfed conflict photographs many graphic show leave doubt true horror destructive conflict go north city towards airport entire areas mans land controlled anybody shelled daily mortars tanks alpeyrie tells cnn see families remained mostly elders lot people really money stay also get people stay want leave homes family home long time belongings inside want stay close lot elders pretty tough pro russian also struggle lot hoping end quickly center donetsk peacetime much like modern city less damaged though suffering water shortages largely shut says abandoned estimated half donetsks population around one million people get killed walking street like lottery know alpeyrie says day alpeyrie spoke cnn group fellow photographers local driver translator almost killed town marynivka four people died nearby always hard see people getting killed tough regular people really involved war says teams driver one residents trying earn living still possible many still facing dangers donetsk sent children away alpeyrie says trains stopped running donetsk refugees travel bus many making perilous journey fighting luhansk region reach russia others go south mariupol traveling conflicts front line safety alpeyrie says fighting intense photography welcomed rebels hang want since get hit time cannot take pictures photos reason hang alpeyrie says however recently alpeyrie colleagues got lucky obtaining rare images rebel funeral click read backstory unique images captured,photojournalist jonathan alpeyrie returned to donetsk ukraine two weeks ago donetsk is held by pro russian rebels but the ukrainian army has gradually encircled it alpeyries photographs show the life of the residents surviving under siege the images show them sheltering in cellars or clearing rubble from their homes
blasting earth hurtling space thousands miles hour takes astronauts three days reach moon tiny distance universe measured light years fantastic voyage human scale buzz aldrin walks moon july 20 1969 nasa preparing send astronauts back build lunar base plans way go back even future us human space exploration close scrutiny pressure growing nasa aim another alien world crossroads neil armstrong could hardly imagined july 20 1969 became first human set foot moon uttered famous phrase one small step man one giant leap mankind today nasa working return astronauts moon 2020 establish lunar base would allow stay desolate surface six months 2025 goal time explorers make home study terrain learn work harsh environment prepare trips beyond moon next giant leap begun nasa promises logo constellation program new fleet space exploration vehicles agencys former administrator michael griffin famously called apollo steroids set replace space shuttles constellation builds legacy apollo program landed humans moon six times late 1960s early 70s incorporates modern technologies influences fly constellation grew vision space exploration outlined president george bush 2004 future lies hands us human space flight plans committee independent panel reviewing nasas plans including constellations estimated 100 billion cost 2020 taking look potential alternatives summer request obama administration expected present results august watch new space race constellation goes forward would take astronauts beyond low earth orbit first time decades may also surprise generation accustomed watching shuttles carry humans heavy cargo like hubble space telescope space new program splits tasks among two new rockets recommended board investigated 2003 space shuttle columbia disaster ares would launch orion crew capsule carrying six astronauts much beefier ares v would carry cargo new moon landing craft like sports car super safe large suv said john olson director nasa office plans integrates programs including constellation orions first manned flight scheduled 2015 take international space station nasagov watch constellation designed work future trip moon orions crew would dock altair lunar module already earths orbit escape planets gravity firing powerful engine earth departure stage arriving destination astronauts could land anywhere moon including far side poles big improvement apollo limited landing sites mostly equator near side moon search prime real estate already begun last month nasa launched lunar reconnaissance orbiter unmanned spacecraft tasked finding landing sites resources point nasa favoring heavily cratered south pole scientific interest possible presence water ice olson said nasagov watch might look like land lunar south pole lunar water could used drinking,nasa plans to return astronauts to the moon by 2020 build outpost by 2025 constellation programs new fleet of space vehicles will replace the space shuttles critics say nasa should skip the moon and set its sights directly on mars independent panel is reviewing plans and looking at potential alternatives
coast guard crews teaming royal dutch shell keep one oil companys drilling unit running aground amid terrible weather alaska coast guard said monday crews two shell contracted tug boats able monday secure towing lines drilling rig kulluk went adrift 10 hours sunday shuttled seattle coast guard said planned use helicopters land technicians aboard drilling rig brief weather window provides opportunity get experts aboard kulluk inspect drilling unit tow set said rear adm thomas ostebo commander coast guard 17th district provide key site information towing issues concerns allow unified command develop contingency plans accordingly forecasters predicted wind area 19 miles kodiak island southern alaska coast exceed 60 mph monday night waves could reach high 28 feet coast guard said ensuring safety personnel protecting areas environment continue utmost importance shell said statement kulluk finished drilling operations beaufort sea october headed winter home crew 18 tug boat towing lost power alaska department environmental conservation said spill incident coast guard helped evacuate crew saturday one injured shell said two response ships coast guard cutter nearby tugs wait steer kulluk toward safe harbor coast guard said,royal dutch shell had finished drilling for year rig was being towed to seattle tug boat that was towing the rig lost engine power on sunday tow lines separated and the rig moved toward an alaskan island two tugs are now towing rig away from land but bad weather is hampering efforts
finding al qaeda leader osama bin laden rolling back resurgent taliban necessary steps toward winning war afghanistan top us commander told senate committee tuesday bin laden remains large eight years september 11 2001 attacks new york washington triggered afghan war widely believed hiding along rugged border afghanistan pakistan gen stanley mcchrystal commander us forces afghanistan said worlds wanted terrorist iconic figure whose survival emboldens al qaeda franchising organization across world would defeat al qaeda captured killed think finally defeat al qaeda finally captured killed mcchrystal told senate armed services committee said bin laden hiding across border outside mandate addition said pushing back taliban allowed al qaeda operate afghanistan 9 11 prerequisite destroying terrorist network pursue core goal defeating al qaeda preventing return afghanistan must disrupt degrade talibans capacity deny access afghan population strengthen afghan security forces said mcchrystals appearance senators second round testimony capitol hill tuesday following session house armed services committee earlier day karl eikenberry us ambassador kabul joined hearings men called testify president obamas new plan afghan war involves deployment another 30000 us troops july 2011 date beginning american withdrawal mcchrystal said next 18 months critical war effort said us forces must convince afghans going win united states nato allies must reverse talibans actual perceived momentum establish contiguous security around country rather pockets currently exist mcchrystal said one advantage us troops taliban ruled afghanistan 9 11 attacks remain largely unpopular among afghans draw support threat violence never seen evidence taliban popular support like political liberation movement said august general cautioned failure reverse taliban gains within 12 months could make defeating insurgents impossible testimony tuesday lengthened timeline sober fact silver bullets told house committee ultimate success cumulative effect sustained pressure mcchrystal said participated fully presidents assessment decision making process fully supports obamas decision eikenberry whose leaked cables washington indicated opposed sending large numbers troops conflict told senate 100 percent behind new strategy refinement mission initial questions eikenberry told house number troops timeline troops context troops would operate mission refined ways forward clarified resources committed allow us achieve refined mission said ambassador retired general held senior post kabul retiring army point time unequivocally support mission exactly aligned gen mcchrystal moving forward vigorously implement assigned mission eikenberry mcchrystal went way minimize differences views reports eikenberry cable advising president mcchrystals plans send troops would ill advised lack confidence government afghan president hamid karzai opening statements said honored testify together called friend differences,new i do not think we can finally defeat al qaeda without getting bin laden mcchrystal says new general us ambassador testify before house and senate armed services committees mcchrystal perceptions of afghan people and insurgency will be critical to success mcchrystal i do not view july 2011 as a deadline
us secretary state hillary clinton thanked tajikistans president saturday countrys support efforts defeat al qaeda bring security neighboring afghanistan clinton later flew uzbekistan discussed afghanistan human rights economic ties first visit central asian country tajikistan also addressed concerns human rights need bring economic opportunities town hall meeting earlier day clinton president emomali rahmon talked work improve tajikistans security particularly along border afghanistan combat drug trafficking clinton told reporters saturday praised tajikistans progress stopping human traffickers force women children work cotton fields without pay clinton said country still faces important challenges tajik citizens deserve opportunity receive decent education land practice whatever religion choose enjoy free independent media participate equally political process clinton said town hall meeting sponsored aga khan development network leaders ensure fundamental freedoms including religious freedom protected people men women young old several reporters arrested tajikistan reporting corruption arrests religious activists senior us state department official said clinton also said barriers increased trade significant potential united states supports calling new silk road network transit trade connections open new markets raw materials energy agricultural products every nation region including tajikistan said tajikistan one poorest countries region embroiled civil war 1997 shares 1400 kilometer border afghanistan large parts quite porous making country vulnerable extremists senior state department official said new silk road holds potential help spur growth create jobs invigorate private sector integrate tajikistan south central asia economy clinton said would also help bring stability neighbors afghanistan expanding economic ties throughout region clinton said united states working aga khan development network support pamir energy building integrated energy grid along tajik afghan border pamir energy cross border electricity transmission project helping light two remote provinces afghanistan tajikistan state department said later uzbekistan president islam karimov expressed support us strategy afghanistan senior us state department official told reporters clinton told karimov improvements needed area human rights official said president karimov commented wants make progress liberalization democratization said wants leave legacy kids grandchildren official said also discussed clintons planned visit general motors plant uzbekistans desire us investment technology,new clinton talks with the president of uzbekistan about human rights in tajikistan she discusses the new silk road an initiative aimed at developing the region clinton thanks the tajik president for support in trying to defeat al qaeda and bringing security to afghanistan she also addresses human rights concerns and the need for free and independent media
